Gene	Datasets	Intersected	Size	Assay	Type	Weight
ARPC4-TTLL3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
H3-3A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
H3-3B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SRSF1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CAMK2B	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CAMK2D	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RAB27B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HNRNPR	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WDR1	24_Human	1	6	in vivo	Liquid-Biopsy	0.027027027027027
LMNA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CAT	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ANXA1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CAPN1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HSP90AA2P	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HSP90AA1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LTA4H	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RALA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TOP1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
RAC2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PSMB1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PEBP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
MYH9	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF4A3	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
EIF2S3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF2S3B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CTSC	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
EIF5	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
YWHAE	24_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0282048833285582
PAFAH1B2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
EIF4G2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
BASP1	21_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0145254745254745
PLEC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
UBR4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SURF4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NAP1L4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DPYSL5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGF2BP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CORO1C	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TLN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CLIC4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ILK	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HLA-A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPL36	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TNS1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TPM4	21_Human;23_Human;27_Rat	3	6	in vivo	Liquid-Biopsy	0.0157033308270057
GPNMB	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
POSTN	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
MYL1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HSPB1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SERPINB2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ENO1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
DCN	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ITGA5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HAPLN1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CKB	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
MMP9	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
IGFBP2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RPL7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LMNB1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
MSN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPL10	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CRK	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LIMS1	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
LIMS3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ADGRE5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPL15	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
H4C14	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C16	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C1	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C15	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C2	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C13	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C9	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C6	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C4	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C12	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C3	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C11	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C5	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
H4C8	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
RPL19	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SET	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SETSIP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FABP5	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
FABP5P3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPL6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARHGAP1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
LGALS3BP	20_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0515384615384615
EFEMP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
COTL1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
EIF3A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPA1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
TGFBI	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
C9orf50	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD109	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HTRA1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PBXIP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
UACA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GNB4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NSFL1C	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
PTPRG	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RABL6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BCL2L1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
C3	22_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.126177856301531
HMGB2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SBSN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SRSF3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HMGB1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
GDF15	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
UBE2G2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LHFPL2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NCK2	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
RAB32	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
H1-5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BAD	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CSE1L	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PLCG1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
VIM	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CALR	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
PDIA3	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HSPA5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HSPD1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
P4HB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPIA	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CANX	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
A2M	20_Human;21_Human	2	6	in vivo	Liquid-Biopsy	0.062987012987013
TLN1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PDIA4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ALDOA	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LDHB	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LDHC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PFN1	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
HNRNPC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPLP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF5A	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
HDGF	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NAP1L1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MAPT	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ALB	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
DCTN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TXNDC12	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RPS28	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ESD	21_Human;23_Human;27_Rat	3	6	in vivo	Liquid-Biopsy	0.0157033308270057
PRKACA	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PRKCSH	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SFN	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
YWHAZ	24_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0282048833285582
LDHA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
YWHAQ	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RPL23A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TTN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CCNB3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
KRT6B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PRSS2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
AIMP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
INS	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
APOC3	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
ISLR2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HPR	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
HP	22_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.126177856301531
CXCL5	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
TPM2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ALDOB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ACTN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SRGN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MET	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PTTG1IP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PLAUR	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SH3BGRL3	24_Human	1	6	in vivo	Liquid-Biopsy	0.027027027027027
KYNU	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
MMP3	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
TIMP2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
MMP7	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
OCIAD1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
EFNB3	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
WNT7A	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ANP32A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EPHA5	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
VAV1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LTF	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CD14	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
ARSB	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
GFAP	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
KNG1	22_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.126177856301531
CXCL1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RELN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGF2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
APMAP	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
LSAMP	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
MMP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CLEC11A	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
AFM	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ABCF1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
AFP	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LRPAP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
COL18A1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CLU	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
NEBL	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
INHBA	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PLXNB2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ANGPTL4	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PTPN1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CLIC1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
AHSG	22_Human;23_Human;27_Rat	3	6	in vivo	Liquid-Biopsy	0.127716317839993
UBE2O	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPS6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ANP32B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ACIN1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CSNK2A1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CSNK2B	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CBX3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CBX5	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
C1R	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CAND1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF2S2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF3D	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SYNCRIP	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
HNRNPU	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HDAC1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ST13	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CDC37	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
NME1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RALB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
AP3D1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MATR3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NACA	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PRPF8	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PTGES3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PTMA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LUC7L2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SRSF2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SRSF7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SNRPD2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SLC12A4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TRA2B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RPS27A	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ZRANB2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BANF1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
C8B	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
DNAJB1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
DCD	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CDK1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RPN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GLIPR2	21_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0145254745254745
KRT10	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NEGR1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SERPINF2	24_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0282048833285582
SERPINC1	22_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.126177856301531
CHGA	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
F9	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
F10	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
C7	20_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0511778563015312
C9	20_Human;21_Human	2	6	in vivo	Liquid-Biopsy	0.062987012987013
DKK3	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HBB	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
IGF1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
IGFBP1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ICOSLG	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
KIF20B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NID2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SPP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PLG	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RBP4	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SPARCL1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CLEC3B	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
TGFB1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SERPIND1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SERPINF1	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
SPOCK1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
THBS1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
THBS4	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SERPINA7	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CPNE1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
H1-4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
KTN1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LRP1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
PSMA5	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
SGTA	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ATP1A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGF2R	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
TPI1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
XRCC6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NCAM1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CADM1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HLA-B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IFNGR1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PLAU	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
TNFRSF1A	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
EGFR	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ITGB3	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
LAMC1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LAMA1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
RAB27A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
APLP2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MYO9B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DSG2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
DLGAP5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MAN2A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SAMD9	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SFRP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
F11R	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGFBP4	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CD9	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SSC5D	21_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0145254745254745
AGRN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FN1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
BMP1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
NID1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
HK1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
EPHB2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SULF2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
VPS28	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EPB41L3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FHOD1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GPC6	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LDHAL6A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CES1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BGN	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
IGFBP5	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
TSPAN14	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CORO1A	24_Human	1	6	in vivo	Liquid-Biopsy	0.027027027027027
PLAT	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PARVB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
APOA1	22_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.126177856301531
IGKC	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
COMP	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
APCS	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FGA	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
IGHA1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
FGB	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
IGFBP6	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
GOLM1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SERPINE1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
S100A9	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
C1S	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
TNC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IDE	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
GOT1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ENO2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
GDI2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
